"tract","population","income","costs","uninsured","mobile","plumbing","overcrowded","disabled","age","language","tri","superfunds","hazwaste"
"12001000201",5284,82.4143363528948,59.6620450606586,3.48286958167708,3.9,8.96358543417367,1.25649913344887,7.45788377815635,2.85768357305072,0.4,6.31313131313131e-05,6.31313131313131e-05,0.000126262626262626
"12001000202",5751,88.6295354749249,73.9784946236559,3.28638497652582,0,1.5601409159537,0,5.56424969570509,1.42583898452443,1.7,6.31313131313131e-05,6.31313131313131e-05,0.000126262626262626
"12001000301",4210,39.0023752969121,31.4036885245902,7.3396674584323,0,2.99539170506912,12.2438524590164,17.2684085510689,14.750593824228,4.5,0.000126262626262626,6.31313131313131e-05,0.000189393939393939
"12001000302",2515,50.4572564612326,41.9662509170946,9.4234592445328,0,2.48579545454545,4.47542186353632,22.7833001988072,31.610337972167,1,0.000252525252525253,6.31313131313131e-05,0.000252525252525253
"12001000400",5563,48.211396728384,28.5348141819735,5.30289412187669,0.5,0,3.03289192652713,21.7508538558332,18.8387560668704,0.6,0.000631313131313131,6.31313131313131e-05,0.000315656565656566
"12001000500",4982,41.5495784825371,40.6652360515021,14.3918105178643,0,0,0.643776824034335,12.0032115616218,19.5503813729426,0,0.000126262626262626,6.31313131313131e-05,0.000126262626262626
"12001000600",4391,62.2995877233165,46.7128027681661,9.09090909090909,0.5,5.54979253112033,2.07612456747405,22.1918432444748,24.9373718970622,0,0.000568181818181818,6.31313131313131e-05,0.000126262626262626
"12001000700",6633,62.7468717020956,37.937898089172,12.1331316187595,2.7,3.54203935599284,3.46337579617834,17.2163388804841,28.9461781999095,1.1,6.31313131313131e-05,6.31313131313131e-05,0.000126262626262626
"12001000806",3372,75.6666666666667,72.635814889336,2.12503849707422,0,0,0.938967136150235,10.5020018478596,8.09608540925267,5.8,6.31313131313131e-05,6.31313131313131e-05,0.000189393939393939
"12001000808",4107,41.1631419939577,42.9075927015892,7.24247614387081,2.8,0,4.12007062978222,9.32224125275263,12.8317506695885,2,0.000189393939393939,6.31313131313131e-05,0.000252525252525253
"12001000809",1393,65.4600301659125,37.4209860935525,7.38007380073801,0,4.89795918367347,1.64348925410872,8.85608856088561,11.0552763819095,2.8,0.000189393939393939,6.31313131313131e-05,0.000252525252525253
"12001000901",3577,74.1273100616016,55.2742616033755,0.756302521008403,0,19.0152801358234,0,3.72549019607843,0.894604417109309,29.1,0.000189393939393939,6.31313131313131e-05,0.000252525252525253
"12001000902",8723,91.2878787878788,57.3170731707317,1.35460911491218,0,0,0,3.39800252554242,0.0114639458901754,42.1,0.000189393939393939,6.31313131313131e-05,0.000252525252525253
"12001001000",7591,62.6663046429541,62.467939583927,6.02028718218943,0.9,0,0,6.04663417204584,9.52443683309182,0.9,0.000252525252525253,6.31313131313131e-05,0.000315656565656566
"12001001100",6715,13.0305286671631,23.1972789115646,9.44893680742737,1.1,0,0,8.80503144654088,33.4772896500372,2.5,0.000252525252525253,6.31313131313131e-05,0.000252525252525253
"12001001201",2785,19.0305206463196,34.6833578792342,7.10951526032316,0,0,0,7.10951526032316,33.4290843806104,0.7,0.000189393939393939,6.31313131313131e-05,0.000189393939393939
"12001001202",7269,25.1066171412849,26.7640658999067,7.13990920346678,0,0,0.777121541809139,8.21295914156005,21.1721007016096,1.1,0.000189393939393939,6.31313131313131e-05,0.000252525252525253
"12001001203",3786,35.0765979926043,41.4453366275479,7.10512414157422,0.1,0.109709270433352,2.10006176652254,9.21817221341785,19.202324352879,0,0.000252525252525253,6.31313131313131e-05,0.000252525252525253
"12001001400",3806,48.3016050765211,29.7991071428571,15.5024280911468,7.4,2.93225480283114,0,21.1430706014195,19.1276931161324,1.9,0.000568181818181818,6.31313131313131e-05,0.000126262626262626
"12001001514",1925,55.2207792207792,53.0555555555556,4.83116883116883,0,0,2.87037037037037,6.54545454545455,4.83116883116883,1.4,0.000189393939393939,6.31313131313131e-05,0.000189393939393939
"12001001515",6125,64.8581794195251,60.8458390177353,13.0122448979592,0,0,0,7.13469387755102,5.84489795918367,1.9,0.000189393939393939,5.41064515292685e-05,0.000189393939393939
"12001001516",2679,70.9219858156028,63.1241997439181,10.3396789846958,0,0,6.91421254801537,13.5498320268757,7.12952594251586,5.4,0.000189393939393939,4.66981674821655e-05,0.000189393939393939
"12001001517",5766,59.7513321492007,59.2221794378129,7.65710262277768,0.2,0,0.770119368502118,11.353634923429,8.91432535553243,5.9,0.000189393939393939,4.42598819798611e-05,0.000189393939393939
"12001001519",2538,65.4568210262829,48.7528344671202,7.21040189125296,0,0,6.00907029478458,6.77698975571316,3.90070921985816,0,0.000126262626262626,4.51466643964015e-05,0.000189393939393939
"12001001522",8320,72.6130959639068,77.7929776561787,12.2180221924156,0,0,2.32558139534884,11.1084014144617,10.4086538461538,4.1,0.000189393939393939,5.7046367957327e-05,0.000189393939393939
"12001001605",9066,60.8742905446202,53.6548980606663,8.74464728420104,0.1,0,1.09398309298856,11.6294793779581,8.98963159055813,0,0.000189393939393939,6.31313131313131e-05,0.000189393939393939
"12001001701",6726,26.3157894736842,32.2457378012934,4.66607036374478,0,0,0.999412110523222,19.8568872987478,32.292595896521,3.3,0.000126262626262626,5.21295629942255e-05,6.31313131313131e-05
"12001001702",5336,16.9303201506591,14.1041931385006,6.36534839924671,0,0,0.635324015247776,16.5536723163842,37.7998500749625,0,6.24033621599107e-05,6.31313131313131e-05,0.000126262626262626
"12001001802",3443,39.3432835820895,18.7080536912752,8.39384257914609,27.5,1.1070110701107,0,15.6259076386872,23.7002613999419,1.2,0.000189393939393939,6.31313131313131e-05,0.000441919191919192
"12001001803",6284,30.4423933800127,23.2334047109208,2.83259070655633,2.1,0,0.535331905781585,15.1495862507957,29.2647994907702,7.4,0.000189393939393939,6.31313131313131e-05,0.000189393939393939
"12001001811",6770,11.4564831261101,31.4585319351764,7.71048744460857,0,0,2.95519542421354,7.29689807976366,25.9231905465288,1.3,0.000126262626262626,5.1619348699303e-05,0.000126262626262626
"12001001813",4010,7.53117206982544,18.5072815533981,5.06234413965087,0,0,0,10.5486284289277,24.9875311720698,1.3,0.000126262626262626,4.82537512354719e-05,0.000315656565656566
"12001001815",2055,15.238558909445,12.6262626262626,8.17518248175183,25.3,0,1.13636363636364,8.661800486618,25.4987834549878,0,6.31313131313131e-05,1.41184352830075e-05,5.43122629386435e-05
"12001001816",5996,27.7246011754828,21.4572864321608,11.0907271514343,17,4.76833108412056,4.9748743718593,14.8265510340227,23.8325550366911,0,6.31313131313131e-05,1.69813404702273e-05,0.000315656565656566
"12001001817",4738,10.941475826972,13.0743723353861,2.59603208104686,0.7,1.48114901256733,1.468498342018,9.98311523849726,33.0308146897425,4.1,0.000126262626262626,3.66883273671051e-05,0.000378787878787879
"12001001818",5160,15.6589147286822,14.3283582089552,9.36046511627907,21.1,0.786575773466177,0.955223880597015,10.2713178294574,22.0736434108527,2.4,0.000568181818181818,1.31853811731746e-05,6.31313131313131e-05
"12001001819",4760,24.3487394957983,28.5198555956679,8.10924369747899,11.6,0,2.84296028880866,16.155462184874,27.0798319327731,0,0.000568181818181818,1.78955077759385e-05,0.000315656565656566
"12001001902",4035,65.1654640457825,67.009551800147,8.21099776063697,47,0,5.51065393093314,38.3179895496392,28.6493184634449,5.7,0.000757575757575758,6.31313131313131e-05,0.000252525252525253
"12001001907",2478,28.4907183212268,25.4648342764753,12.5504439063761,41.7,3.53260869565217,0,25.2623083131558,29.0153349475383,4.7,0.000505050505050505,6.02388582566924e-05,6.31313131313131e-05
"12001001908",5439,34.3784581335301,11.3478462251042,9.34613963797562,26.4,1.9485903814262,4.21491431218157,15.6446250461766,22.8350799779371,0.2,0.000694444444444444,6.31313131313131e-05,0.000252525252525253
"12001002001",1386,31.4574314574315,18.8361408882083,12.8427128427128,24.5,0,3.06278713629403,22.3665223665224,27.3448773448773,1.7,0.000505050505050505,3.89042155589683e-05,6.31313131313131e-05
"12001002002",3940,47.2842639593909,28.7662740235586,12.9695431472081,29,3.97170837867247,2.04587724736516,23.8578680203046,28.5279187817259,1,2.79636371249437e-05,1.97639351329817e-05,2.79490993055125e-05
"12001002101",1974,21.5298885511651,21.4689265536723,8.61195542046606,8.8,2.68456375838926,7.2316384180791,9.06788247213779,37.4366767983789,0.8,0.000189393939393939,6.19819081310149e-05,0.000189393939393939
"12001002102",1021,21.743388834476,9.22787193973635,6.66013712047013,12.2,0,0,20.4701273261508,33.9862879529873,0.6,4.98970559382897e-05,2.12402974543054e-05,5.17400887944065e-05
"12001002201",6871,19.3795030142626,11.4213197969543,7.21874545189929,18.6,2.01149425287356,3.46869712351946,11.8177848930287,19.9825352932615,2.8,0.000505050505050505,1.8804698164676e-05,6.31313131313131e-05
"12001002202",6494,16.4767477671697,24.2851547199373,4.66584539574992,24.2,2.20405261286882,3.87779083431257,11.3335386510625,25.0692947336002,0,0.000505050505050505,2.1741663334264e-05,3.53483783200582e-05
"12001002204",12795,17.7898209236569,24.2718446601942,2.95318881558278,0,0,1.60567587752054,10.210493245366,25.5646737006643,1.4,4.73033365140401e-05,3.41821397590383e-05,5.27137105283786e-05
"12001002207",3954,15.3262518968134,11.8213058419244,6.77794638340921,1.6,0.405405405405405,0,8.97824987354578,23.4446130500759,0.8,0.000126262626262626,3.30408721609718e-05,6.31313131313131e-05
"12001002208",3119,15.6781019557551,27.7425203989121,4.03975633215774,0,0,0.543970988213962,7.34209682590574,27.6370631612696,0,5.16139643925026e-05,2.82221641347492e-05,5.24803187966681e-05
"12001002209",8368,18.4701939190807,11.9558908879861,4.13479923518164,12.8,1.02681118083286,1.74114915844457,8.73565965583174,23.6257170172084,0.1,0.000126262626262626,2.43336982269895e-05,0.000126262626262626
"12001002210",4861,28.4437980469562,13.1916996047431,9.58650483439621,7.8,0.444839857651246,0,13.5363094013577,17.7535486525406,0.7,0.000505050505050505,1.29058593244068e-05,3.50800015607195e-05
"12001002217",6913,58.6146935226779,54.1624536568925,16.7944452480833,4.1,0,1.78631614425345,11.9485028207725,10.1692463474613,3.3,0.000126262626262626,3.77836835197425e-05,0.000126262626262626
"12001002218",3343,44.2416990726892,52.7759197324415,13.9096619802573,9,1.43302180685358,6.68896321070234,8.73466945857015,17.2001196530063,2.1,0.000126262626262626,3.61666830881547e-05,0.000126262626262626
"12001002219",6642,33.7689577282995,44.4484498918529,12.6169732171668,18.2,0,2.52343186733958,15.6018070345273,17.8109003312255,3.2,0.000126262626262626,3.78882051761118e-05,0.000189393939393939
"12001002220",2769,33.3333333333333,31.0344827586207,9.89526905019863,28.1,0,4.78927203065134,7.04225352112676,25.8938244853738,0,0.000126262626262626,3.6192780305371e-05,0.000126262626262626
"12001002221",5643,14.0225362189233,15.9288194444444,4.82292222815448,0.8,0.988397077782553,0.477430555555556,7.97294892329596,20.6450469608364,1.3,0.000126262626262626,2.95841531308136e-05,0.000126262626262626
"12001002222",7178,7.2582892170521,15.8389261744966,1.15631095012538,0,0,0,8.23349122318194,29.8411813875731,0,5.76372989493353e-05,2.61025909733317e-05,5.92256561756992e-05
"12001110800",2119,25.6,35.3006681514477,1.49476831091181,0,0.804020100502513,1.22494432071269,19.1828599900349,42.0481359131666,2.1,0.000189393939393939,5.22677639857783e-05,0.000189393939393939
"12003040101",8450,25.1481481481481,20.3160270880361,8.47331093691676,9.9,0,0.639578630549285,13.077018788105,16.2130177514793,0,4.35574662588259e-05,2.52210760486991e-05,4.39169753722681e-05
"12003040102",8055,22.7063599458728,16.1420204978038,14.3070652173913,27.7,0,11.5300146412884,15.5298913043478,23.5133457479826,0,0.000126262626262626,2.66453946365884e-05,6.31313131313131e-05
"12003040201",6438,36.9690721649485,25.9711431742508,16.7216494845361,45.9,0.830078125,1.77580466148724,14.7422680412371,20.5032618825722,0,0.000189393939393939,1.23871215332825e-05,3.65827241222617e-05
"12003040202",5487,18.4618188445416,24.5311708058794,8.96828290193219,37.2,0,2.53421186011151,12.7962085308057,25.2414798614908,0,0.000126262626262626,1.6796444913786e-05,2.3962115563459e-05
"12005000201",6110,35.2651452963389,29.6903460837887,13.0441898527005,44.5,3.29938900203666,7.92349726775956,24.4189852700491,17.7577741407529,0,3.74304461498867e-05,1.52947586992258e-05,3.54966138145467e-05
"12005000203",3008,27.6595744680851,31.900826446281,9.52380952380952,15.4,0,1.15702479338843,22.5774225774226,27.4601063829787,1.1,0.000189393939393939,2.33985244197546e-05,6.31313131313131e-05
"12005000204",3785,20.4755614266843,26.7080745341615,7.95967100026532,12,2.34657039711191,0,15.2295038471743,24.887714663144,0,6.31313131313131e-05,3.11183838420639e-05,6.31313131313131e-05
"12005000301",2873,47.425952045134,25.214899713467,15.036547163244,67.5,0,6.1127029608405,22.9725026105117,17.1249564914723,0,1.10802488085773e-05,1.72045811175968e-05,9.86699130999226e-06
"12005000302",7617,47.6927570093458,28.5984848484849,11.0462571136728,47.8,0,2.42424242424242,18.7071355610681,20.0866482867271,0,3.77991679263696e-05,1.89846523843032e-05,2.45831536112912e-05
"12005000401",2088,55.0766283524904,28.9508632138114,11.1111111111111,71.3,2.9449423815621,0,15.9003831417625,16.044061302682,0,2.72564854005938e-05,1.46372138608375e-05,2.21610345111425e-05
"12005000402",7471,25.4138398914518,17.9525222551929,10.8648354636932,25.4,1.83875530410184,4.67359050445104,18.6565134620615,24.2805514656672,0,0.000126262626262626,2.51116987151798e-05,5.37159344502435e-05
"12005000500",8490,17.7413343272456,23.9519112207152,16.8082368082368,10.3,0,0,10.7850707850708,17.8209658421673,0,0.000757575757575758,6.31313131313131e-05,6.31313131313131e-05
"12005000600",1099,18.4713375796178,26.5822784810127,20.2001819836215,8.2,1.59090909090909,2.84810126582278,18.7443130118289,40.3093721565059,0,2.07484065306412e-05,6.31313131313131e-05,2.07571335931675e-05
"12005000700",447,23.5042735042735,36.6197183098592,11.3861386138614,0,0,0,2.47524752475248,3.35570469798658,0,0.000820707070707071,6.31313131313131e-05,0.000189393939393939
"12005000803",3876,37.3896763840599,37.2691662003358,15.3804347826087,29.4,1.36921624173749,2.51818690542809,18.9673913043478,17.4664602683179,5.2,0.000505050505050505,6.31313131313131e-05,6.31313131313131e-05
